label,genre,type,id,adv_adj,adv_noun,adv_prn,adj_verb,adj_prn,noun_verb,noun_prn,verb_prn,avg_sentlen,sd_sentlen,avg_word_typetoken,sd_word_typetoken,avg_wordlen,sd_wordlen,avg_punct_typetoken,sd_punct_typetoken,hyphen.quote.ratio,hyphen.exclamation.ratio,quote.question.ratio
0,non_fiction,news,ca01,0.7234042553,0.1188811189,0.9577464789,0.3805668016,1.323943662,2.3157894737,8.0563380282,3.4788732394,20.622449,10.276301,2.417464,6.320895,4.880257,2.733506,43.444444,43.117697,0.2134831461,19,89
0,non_fiction,news,ca02,0.6145833333,0.0927672956,1.0350877193,0.4304932735,1.6842105263,2.8520179372,11.1578947368,3.9122807018,20.877551,10.907089,2.293722,6.129127,4.811339,2.669034,41.5,51.159066,0.4406779661,26,59
0,non_fiction,news,ca03,0.4311926606,0.0793918919,0.7121212121,0.4698275862,1.6515151515,2.5517241379,8.9696969697,3.5151515152,18.366071,12.114038,2.620382,6.535827,4.77054,2.576368,38.1,39.302544,0.3918918919,29,24.6666666667
0,non_fiction,news,ca04,0.5785714286,0.1649694501,1.3064516129,0.7106598985,2.2580645161,2.4923857868,7.9193548387,3.1774193548,23.159091,13.474628,2.309173,6.540283,5.129966,2.93401,25.3,30.613886,0.3513513514,13,12.3333333333
0,non_fiction,news,ca05,0.6481481481,0.1279707495,0.6542056075,0.4268774704,1.0093457944,2.162055336,5.1121495327,2.3644859813,24.47619,9.765679,2.748663,7.699985,4.685311,2.552693,46.428571,39.438405,0.4642857143,26,56
0,non_fiction,news,ca06,0.5368421053,0.086440678,0.4903846154,0.4298642534,0.9134615385,2.6696832579,5.6730769231,2.125,20.585859,11.31461,2.506765,6.866609,4.772326,2.735328,50.125,43.184018,0.311827957,29,31
0,non_fiction,news,ca07,0.58,0.1046931408,0.8169014085,0.4761904762,1.4084507042,2.6380952381,7.8028169014,2.9577464789,17.525,10.441075,2.395216,6.411644,4.900143,2.73501,38.6,46.778628,0.6545454545,12,11
0,non_fiction,news,ca08,0.7706422018,0.1696969697,1.0769230769,0.5343137255,1.3974358974,2.4264705882,6.3461538462,2.6153846154,20.09901,10.632013,2.478632,7.384138,4.823153,2.776353,24.5,36.821869,2.4166666667,29,4
0,non_fiction,news,ca09,0.7887323944,0.0888888889,1.0980392157,0.3127753304,1.3921568627,2.7753303965,12.3529411765,4.4509803922,18.300885,10.578727,2.360731,6.632734,4.757737,2.719087,34,45.958479,0.306122449,15,16.3333333333
0,non_fiction,news,ca10,0.7052631579,0.1190053286,0.6504854369,0.3846153846,0.9223300971,2.2793522267,5.4660194175,2.3980582524,19.358491,11.23773,2.405627,5.902853,4.666667,2.597232,39.636364,48.850929,0.7719298246,44,57
0,non_fiction,news,ca11,1.1182795699,0.1753794266,1.8909090909,0.4603960396,1.6909090909,2.9356435644,10.7818181818,3.6727272727,21.29,12.76816,2.435927,6.573899,4.331611,2.260187,43.4,49.741733,1.2419354839,77,62
0,non_fiction,news,ca12,1.3225806452,0.2216216216,0.9534883721,0.3875,0.7209302326,2.3125,4.3023255814,1.8604651163,20.048077,11.39617,2.625945,5.537814,4.31271,2.240473,44.454545,45.723206,0.5688073394,20.6666666667,109
0,non_fiction,news,ca13,1.3058823529,0.184079602,1.2471910112,0.4594594595,0.9550561798,3.2594594595,6.7752808989,2.0786516854,19.342593,9.824537,2.449004,6.576721,4.244615,2.223509,46.375,40.379257,0.9411764706,64,68
0,non_fiction,news,ca14,1.0229885057,0.1606498195,0.7946428571,0.400921659,0.7767857143,2.5529953917,4.9464285714,1.9375,15.744361,9.162406,2.283533,6.699361,4.552531,2.46714,37.363636,48.330816,0.5384615385,35,13
0,non_fiction,news,ca15,1.2682926829,0.1904761905,1.0196078431,0.3849765258,0.8039215686,2.5633802817,5.3529411765,2.0882352941,19.081818,10.338922,2.459016,5.619269,4.300476,2.252765,45.1,50.498416,0.6292134831,56,29.6666666667
0,non_fiction,news,ca16,1.1720430108,0.1480978261,1.2386363636,0.6078431373,1.0568181818,4.8104575163,8.3636363636,1.7386363636,18.103448,11.014394,2.052786,5.329344,4.435714,2.343006,47.333333,64.749946,0.2181818182,1.8461538462,36.6666666667
0,non_fiction,news,ca17,0.9857142857,0.0910290237,0.9452054795,0.4605263158,0.9589041096,4.9868421053,10.3835616438,2.0821917808,19.605769,11.290243,2.20671,6.030722,4.400687,2.314383,43.818182,73.903891,0.6176470588,7,11.3333333333
0,non_fiction,news,ca18,0.7567567568,0.064665127,0.7671232877,0.578125,1.0136986301,6.765625,11.8630136986,1.7534246575,19.495238,12.422042,2.383003,6.761098,4.470933,2.400743,72.375,102.380342,0.4347826087,20,15.3333333333
0,non_fiction,news,ca19,1.16,0.1474576271,1.1756756757,0.3588516746,1.0135135135,2.8229665072,7.972972973,2.8243243243,18.247788,11.506467,2.311659,5.675982,4.71969,2.655629,34.083333,50.959883,0.8611111111,31,36
0,non_fiction,news,ca20,0.8691588785,0.1537190083,1.0333333333,0.4403292181,1.1888888889,2.4897119342,6.7222222222,2.7,21.134021,13.390741,2.266298,5.897543,4.7294,2.421545,44.777778,56.314154,0.4117647059,21,51
0,non_fiction,news,ca21,1.4848484848,0.1661016949,1.1807228916,0.288209607,0.7951807229,2.576419214,7.1084337349,2.7590361446,18.321429,11.391738,2.178344,5.175481,4.807505,2.495314,31.454545,46.885477,1.3571428571,38,28
0,non_fiction,news,ca22,0.9873417722,0.1213063764,1.0540540541,0.3319327731,1.0675675676,2.7016806723,8.6891891892,3.2162162162,19.481132,12.59547,2.379032,5.913577,4.82615,2.691983,61.714286,66.576946,0.8823529412,30,34
0,non_fiction,news,ca23,0.6904761905,0.0823863636,0.90625,0.488372093,1.3125,4.0930232558,11,2.6875,18.230088,11.038957,2.128099,5.65723,4.765534,2.62861,38.583333,54.698352,0.775,31,13.3333333333
0,non_fiction,news,ca24,0.9857142857,0.1053435115,1.1694915254,0.3196347032,1.186440678,2.9908675799,11.1016949153,3.7118644068,20.89,11.764264,2.308287,6.515514,4.602681,2.541586,36.4,55.339317,1.5,30,20
0,non_fiction,news,ca25,0.8636363636,0.1141141141,1.0133333333,0.4,1.1733333333,3.0272727273,8.88,2.9333333333,19.233645,9.946191,2.157233,5.667075,4.762877,2.607856,48.7,54.552818,0.4782608696,33,69
0,non_fiction,news,ca26,0.8571428571,0.1304347826,1.3333333333,0.5157894737,1.5555555556,3.3894736842,10.2222222222,3.0158730159,19.598131,10.32813,2.455504,6.190933,4.575584,2.461363,31.083333,45.710061,1.4482758621,42,9.6666666667
0,non_fiction,news,ca27,0.5244755245,0.1473477407,0.9036144578,0.6745283019,1.7228915663,2.4009433962,6.1325301205,2.5542168675,18.008696,13.463313,2.222103,5.438401,4.733945,2.675461,33.071429,38.727001,0.5853658537,48,27.3333333333
0,non_fiction,news,ca28,0.619047619,0.0996932515,1.015625,0.4751131222,1.640625,2.9502262443,10.1875,3.453125,22.172043,9.76897,2.523868,6.219937,4.694956,2.526401,31.363636,36.740547,0.619047619,26,42
0,non_fiction,news,ca29,0.4436619718,0.0976744186,0.6428571429,0.7553191489,1.4489795918,3.4308510638,6.5816326531,1.9183673469,17.537815,8.500904,1.947761,5.135939,4.741858,2.475151,43.818182,52.155045,0.5679012346,15.3333333333,11.5714285714
0,non_fiction,news,ca30,1.0786516854,0.1555915721,0.8275862069,0.4836956522,0.7672413793,3.3532608696,5.3189655172,1.5862068966,17.457627,9.879481,2.234273,6.167351,4.364563,2.351328,43.777778,56.820923,0.3396226415,18,10.6
0,non_fiction,news,ca31,1.1034482759,0.1669565217,1.5483870968,0.5058139535,1.4032258065,3.3430232558,9.2741935484,2.7741935484,18.442478,10.10996,2.140657,5.411006,4.573141,2.535891,41.636364,48.739144,0.6764705882,46,22.6666666667
0,non_fiction,news,ca32,0.5352112676,0.1453154876,0.6551724138,0.8208092486,1.224137931,3.0231213873,4.5086206897,1.4913793103,16.524194,11.385095,2.10359,5.650917,4.558264,2.550684,35.916667,38.298082,0.4054054054,4.2857142857,5.6923076923
0,non_fiction,news,ca33,0.79,0.1558185404,0.6991150442,0.4464285714,0.8849557522,2.2633928571,4.4867256637,1.982300885,22.376344,11.06473,2.356738,7.32289,4.684767,2.545427,53.571429,44.164812,0.4782608696,33,69
0,non_fiction,news,ca34,0.5100671141,0.1410018553,1.1515151515,0.8186813187,2.2575757576,2.9615384615,8.1666666667,2.7575757576,21.925532,10.671337,2.744341,7.719699,4.841339,2.786353,39,43.609059,1.1470588235,39,34
0,non_fiction,news,ca35,0.4103773585,0.1768292683,1.1447368421,1.2926829268,2.7894736842,3,6.4736842105,2.1578947368,27.418919,13.777191,2.802486,8.20766,5.081321,2.954024,32.333333,26.486894,0.4482758621,26,58
0,non_fiction,news,ca36,0.472972973,0.1394422311,1.0606060606,0.649122807,2.2424242424,2.201754386,7.6060606061,3.4545454545,23.953488,14.095115,2.363532,7.400391,4.955361,2.782936,28.454545,30.973196,2.28,57,2.7777777778
0,non_fiction,news,ca37,0.527607362,0.172,0.9772727273,0.761682243,1.8522727273,2.3364485981,5.6818181818,2.4318181818,21.968421,13.85751,2.258658,6.431724,4.894586,2.68867,36.166667,39.719503,1.0476190476,13.2,9
0,non_fiction,news,ca38,1.1052631579,0.2751091703,1.0956521739,0.5615763547,0.9913043478,2.2561576355,3.9826086957,1.7652173913,21.505263,11.523773,2.846797,7.796609,4.338063,2.258209,33.875,37.213699,2.1904761905,46,21
0,non_fiction,news,ca39,0.8899082569,0.168989547,0.9326923077,0.4866071429,1.0480769231,2.5625,5.5192307692,2.1538461538,16.452381,10.55267,2.403244,5.806425,4.361138,2.272907,49.666667,52.112592,0.4174757282,43,9.3636363636
0,non_fiction,news,ca40,0.7520661157,0.1602112676,0.5947712418,0.5105485232,0.7908496732,2.3966244726,3.7124183007,1.5490196078,21.864583,11.499656,2.078218,4.792612,4.595998,2.542578,39.416667,45.468777,0.5595238095,15.6666666667,28
0,non_fiction,news,ca41,0.5968992248,0.154,0.8369565217,0.5917431193,1.402173913,2.2935779817,5.4347826087,2.3695652174,19.776699,11.232695,2.404481,7.180314,4.914174,2.707226,34.083333,45.651685,1.3939393939,9.2,6.6
0,non_fiction,news,ca42,1.2235294118,0.1877256318,1.1428571429,0.3663793103,0.9340659341,2.3879310345,6.0879120879,2.5494505495,20.086538,11.357064,2.270652,6.387965,4.528483,2.41847,48.9,53.813474,1.0204081633,50,49
0,non_fiction,news,ca43,0.5957446809,0.1393034826,2.1538461538,0.6945812808,3.6153846154,2.9704433498,15.4615384615,5.2051282051,16.162791,8.181839,2.60625,6.167958,4.707914,2.560643,52.625,55.914975,1.6578947368,63,38
0,non_fiction,news,ca44,0.4589041096,0.1177504394,0.8170731707,0.73,1.7804878049,2.845,6.9390243902,2.4390243902,22.391304,10.057397,2.530713,6.561066,4.867476,2.74028,27.666667,43.232575,0.935483871,9.6666666667,6.2
0,non_fiction,reviews,cc01,0.7112676056,0.1846435101,0.8278688525,0.6311111111,1.1639344262,2.4311111111,4.4836065574,1.8442622951,18.586207,11.7305,2.087125,5.949461,4.625696,2.530971,41.7,52.649881,0.5818181818,10.6666666667,4.2307692308
0,non_fiction,reviews,cc02,0.7232704403,0.21023766,1.4024390244,0.832460733,1.9390243902,2.8638743455,6.6707317073,2.3292682927,21.030303,9.584768,2.138604,6.018477,4.835814,2.706995,36.6,38.228785,0.7454545455,41,7.8571428571
0,non_fiction,reviews,cc03,0.4120603015,0.1643286573,0.6259541985,1.251572327,1.5190839695,3.1383647799,3.8091603053,1.213740458,18.263158,10.079554,2.191579,5.883888,4.814601,2.658829,43.444444,44.262126,0.6,30,50
0,non_fiction,reviews,cc04,0.5178571429,0.16827853,0.7073170732,0.9333333333,1.3658536585,2.8722222222,4.2032520325,1.4634146341,20.372549,12.611792,2.204666,5.566479,4.545455,2.445309,38.818182,46.096378,0.4337349398,5.1428571429,11.8571428571
0,non_fiction,reviews,cc05,0.7222222222,0.2358870968,0.7959183673,0.7605633803,1.1020408163,2.3286384977,3.3741496599,1.4489795918,19.942857,11.633964,2.104523,5.401947,4.685291,2.629421,41.636364,39.287455,0.4468085106,14,4.9473684211
0,non_fiction,reviews,cc06,0.5105263158,0.1789667897,0.8434782609,1.0497237569,1.652173913,2.9944751381,4.7130434783,1.5739130435,26.385542,18.511365,2.247179,7.241577,4.67686,2.661765,40.444444,42.773593,0.4210526316,24,57
0,non_fiction,reviews,cc07,0.5,0.1856392294,1.2183908046,1.2397660819,2.4367816092,3.3391812865,6.5632183908,1.9655172414,17.6,8.579433,2.144162,5.916297,4.907197,2.705197,48.666667,53.35208,0.8695652174,40,46
0,non_fiction,reviews,cc08,0.6402439024,0.2095808383,0.7720588235,0.8118811881,1.2058823529,2.4801980198,3.6838235294,1.4852941176,23.032967,14.780779,2.285714,5.838721,4.520515,2.341861,37.909091,43.639962,0.3636363636,32,9.7777777778
0,non_fiction,reviews,cc09,0.6478873239,0.185110664,0.8363636364,0.8352941176,1.2909090909,2.9235294118,4.5181818182,1.5454545455,22.966667,11.993934,2.173319,6.221101,4.679072,2.592783,51.666667,49.100803,0.2403846154,25,104
0,non_fiction,reviews,cc10,0.6219512195,0.1980582524,0.68,0.841025641,1.0933333333,2.641025641,3.4333333333,1.3,19.163636,11.152274,2.195833,6.10952,4.583017,2.484723,53.6,56.423754,0.3362068966,39,38.6666666667
0,non_fiction,reviews,cc11,0.495,0.1686541738,0.7983870968,1.0362694301,1.6129032258,3.0414507772,4.7338709677,1.5564516129,19.944954,10.386861,2.127202,5.798261,4.807268,2.67069,45.636364,48.875115,0.7532467532,11.6,15.4
0,non_fiction,reviews,cc12,0.5281690141,0.1318101933,0.974025974,0.7064676617,1.8441558442,2.8308457711,7.3896103896,2.6103896104,22.956522,9.373776,2.22082,6.570465,4.84375,2.675156,36,40.905656,0.75,42,18.6666666667
0,non_fiction,reviews,cc13,0.6834532374,0.1833976834,1.0555555556,0.6096491228,1.5444444444,2.2719298246,5.7555555556,2.5333333333,21.904255,10.69805,2.238043,6.687177,4.769305,2.592946,33.1,42.188743,0.4615384615,18,13
0,non_fiction,reviews,cc14,0.4953271028,0.182444062,0.8760330579,1.202247191,1.7685950413,3.2640449438,4.8016528926,1.4710743802,22.372549,15.157294,2.167142,6.395228,4.80149,2.670568,47.3,45.374112,0.3505154639,34,32.3333333333
0,non_fiction,reviews,cc15,0.5083798883,0.1428571429,1.6545454545,1.2430555556,3.2545454545,4.4236111111,11.5818181818,2.6181818182,17.669291,12.642296,1.927835,4.863068,4.651515,2.41001,43.090909,59.72582,1.8709677419,58,31
0,non_fiction,reviews,cc16,0.6858974359,0.2179226069,0.8770491803,0.7123287671,1.2786885246,2.2420091324,4.0245901639,1.7950819672,21.479167,13.209828,2.253552,6.047641,4.72066,2.609122,34.818182,42.550116,0.5789473684,33,19
0,non_fiction,reviews,cc17,0.5771812081,0.1419141914,1.3650793651,0.6535087719,2.3650793651,2.6578947368,9.619047619,3.619047619,20.584158,12.421849,2.179245,5.945802,4.854738,2.728727,42,54.23867,1.1403508772,65,57
0,non_fiction,hobbies,ce01,0.9219858156,0.2725366876,0.8783783784,0.6844660194,0.9527027027,2.3155339806,3.222972973,1.3918918919,20.240385,14.053808,2.678117,6.168702,4.536817,2.426242,39.454545,35.607363,1.1445783133,3.8,27.6666666667
0,non_fiction,hobbies,ce02,0.5847953216,0.2283105023,0.5291005291,0.6602316602,0.9047619048,1.6911196911,2.3174603175,1.3703703704,16.516129,7.829312,2.497561,6.146881,4.328613,2.298505,28.545455,41.462718,0.5151515152,17,6.6
